Location,Nearshore or offshore,Coordinates,Number on Fig 1a map,Minumum depth,Maximum depth,Sample number,Host family,Host genus,Host species,Symbiont transmission mode,Year collected,Dominant symbiont species
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,373,Pachyseridae,Pachyseris,rugosa,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,324,Pachyseridae,Pachyseris,speciosa,Horizontal,2009,Cladocopium patulum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,321,Pachyseridae,Pachyseris,rugosa,Horizontal,2009,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,159,Pachyseridae,Pachyseris,rugosa,Horizontal,2009,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,212,Pachyseridae,Pachyseris,speciosa,Horizontal,2009,Durusdinium trenchii
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,490,Pachyseridae,Pachyseris,rigida,Horizontal,2009,Durusdinium trenchii
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,39,Pachyseridae,Pachyseris,,Horizontal,2013,Durusdinium trenchii
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,72,Pachyseridae,Pachyseris,,Horizontal,2013,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,200,Pachyseridae,Pachyseris,speciosa,Horizontal,2009,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,535,Pachyseridae,Pachyseris,speciosa,Horizontal,2009,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,4,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,6,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,8,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,21,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,25,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium undescribed spp. C21Pachyseris
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,18,37,Pachyseridae,Pachyseris,,Horizontal,2013,Cladocopium madreporum
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,148,Astrocoeniidae,Palauastrea,ramosa,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,57,Agariciidae,Pavona,cactus,Horizontal,2009,Durusdinium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,151,Agariciidae,Pavona,decussata,Horizontal,2009,Durusdinium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,19,Agariciidae,Pavona,explanulata,Horizontal,2009,Durusdinium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,89,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,424,Agariciidae,Pavona,decussata,Horizontal,2009,Durusdinium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,459,Agariciidae,Pavona,explanulata,Horizontal,2009,Durusdinium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,419,Agariciidae,Pavona,explanulata,Horizontal,2009,Durusdinium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,335,Agariciidae,Pavona,explanulata,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,247,Agariciidae,Pavona,clavus,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,198,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,251,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,265,Agariciidae,Pavona,minuta,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,270,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,283,Agariciidae,Pavona,venosa,Horizontal,2009,Durusdinium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,478,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,15,629,Agariciidae,Pavona,explanulata,Horizontal,2009,Durusdinium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,515,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,609,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,3,Agariciidae,Pavona,Varians,Horizontal,2013,Durusdinium undescribed spp.
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,82,Agariciidae,Pavona,,Horizontal,2013,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,208,Agariciidae,Pavona,explanulata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,525,Agariciidae,Pavona,explanulata,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,311,Agariciidae,Pavona,explanulata,Horizontal,2009,Cladocopium undescribed spp.
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,552,Agariciidae,Pavona,varians,Horizontal,2009,Cladocopium patulum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,254,Agariciidae,Pavona,explanulata,Horizontal,2009,Cladocopium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,172,Agariciidae,Pavona,varians,Horizontal,2009,Cladocopium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,330,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,267,Agariciidae,Pavona,varians,Horizontal,2009,Durusdinium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,260,Agariciidae,Pavona,minuta,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,14,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,133,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,30,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,13,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,381,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,367,Merulinidae,Pectinia,alcicornis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,213,Merulinidae,Pectinia,lactuca,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,528,Merulinidae,pectinia,aspera,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,37,Plerogyridae,Physogyra,lichtensteini,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,338,Plerogyridae,Physogyra,lichtensteini,Horizontal,2009,C130
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,185,Plerogyridae,Physogyra,lichtensteini,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,49,Merulinidae,Platygyra,daedalea,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,39,Merulinidae,Platygyra,lamellosa,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,456,Merulinidae,Platygyra,lamellina,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,405,Merulinidae,Platygyra,pini,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,429,Merulinidae,Platygyra,pini,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,350,Merulinidae,Platygyra,lamellosa,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,383,Merulinidae,Platygyra,pini,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,344,Merulinidae,Platygyra,pini,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,303,Merulinidae,Platygyra,yaeyamaensis,Horizontal,2009,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,157,Merulinidae,Platygyra,ryukyunensis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,180,Merulinidae,Platygyra,pini,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,517,Merulinidae,Platygyra,contorta,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,491,Merulinidae,Platygyra,sinensis,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,259,Merulinidae,Platygyra,pini,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,261,Merulinidae,Platygyra,sinensis,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,288,Merulinidae,Platygyra,yaeyamaensis,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,594,Merulinidae,Platygyra,sinensis,Horizontal,2009,Cladocopium madreporum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,578,Merulinidae,Platygyra,yaeyamaensis,Horizontal,2009,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,19,Merulinidae,Platygyra,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,71,Merulinidae,Platygyra,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,127,Merulinidae,Platygyra,,Horizontal,2013,Cladocopium madreporum
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,98,Plerogyridae,Plerogyra,sinuosa,Horizontal,2009,Durusdinium trenchii
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,8,Plerogyridae,Plerogyra,sinuosa,Horizontal,2009,Durusdinium trenchii
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,551,Fungiidae,Podabacea,crustacea,Horizontal,2009,Cladocopium patulum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,546,Fungiidae,Podabacea,crustacea,Horizontal,2009,Cladocopium patulum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,549,Fungiidae,Polyphyllia,talpina,Horizontal,2009,Cladocopium patulum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,460,Psammocoridae,Psammocora,digitata,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,326,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp. (ITS2 type C21)
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,412,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,389,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium madreporum
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,357,Psammocoridae,Psammocora,digitata,Horizontal,2009,Cladocopium madreporum
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,121,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,102,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,106,Psammocoridae,Psammocora,superficialis,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,47,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,60,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,67,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,77,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,83,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,86,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,12,88,Psammocoridae,Psammocora,,Horizontal,2013,Cladocopium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,458,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,10,14,348,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,98,Psammocoridae,Psammocora,digitata,Horizontal,2013,Cladocopium undescribed spp. (ITS2 type C21)
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,243,Psammocoridae,Psammocora,digitata,Horizontal,2009,Cladocopium patulum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,3,5,607,Psammocoridae,Psammocora,digitata,Horizontal,2009,Cladocopium madreporum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,263,Psammocoridae,Psammocora,contigua,Horizontal,2009,Cladocopium undescribed spp.
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,164,Psammocoridae,Psammocora,superficialis,Horizontal,2009,Cladocopium undescribed spp.
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,1,3,88,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,434,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Durusdinium trenchii
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,12,18,223,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Cladocopium patulum
Rebotel Barrier Reef,offshore,"7°14.93"" N, 134°14.149"" E",1,10,18,502,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Cladocopium patulum
East Outer Reef,offshore,"7°26.161"" N, 134°52.068"" E",4,3,5,306,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,35,Fungiidae,Sandalolitha,,Horizontal,2013,Cladocopium madreporum
West Channel Coral Flat,offshore,"7°54.551"" N, 134°46.688"" E",5,2,10,139,Fungiidae,Sandalolitha,,Horizontal,2013,Cladocopium madreporum
Ngermid Bay,nearshore,"7°19'28.2"" N 134°29'38.0"" E",3,8,12,16,Fungiidae,Sandalolitha,robusta,Horizontal,2009,Durusdinium trenchii
Rock Island South,nearshore,"7°24.49"" N, 134°37.405"" E",2,2,4,409,Astrocoeniidae,Stylocoeniella,armata,Horizontal,2009,Cladocopium undescribed spp.
